,AAGE,ACLSWKR,ADTIND,ADTOCC,AHGA,AGI,*(pred),AHRSPAY,AHSCOL,AMARITL,AMJIND,AMJOCC,ARACE,AREORGN,ASEX,AUNMEM,AUNTYPE,AWKSTAT,CAPGAIN,CAPLOSS,DIVVAL,FEDTAX,GRINGREG,GRINST,HHDFMX,HHDREL,MARSUPWT,MIGMTR1,MIGMTR3,MIGMTR4,MIGSAME,MIGSUN,NOEMP,PARENT,FATHER,MOTHER,SELF,PRCITSHP,SEOTR,VETQVA,VETYN,WKSWORK,YEAR,INCOME
131424,43, Federal government,49,3, High school graduate,,0,, Not in universe, Married-civilian spouse present, Public administration, Executive admin and managerial, Black, All other, Female, No, Not in universe, PT for econ reasons usually PT,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1419.13, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
164917,41, Local government,43,26, Some college but no degree,,0,, Not in universe, Married-civilian spouse present, Education, Adm support including clerical, White, Puerto Rican, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1063.76, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, Puerto-Rico, Puerto-Rico, Puerto-Rico, Native- Born in Puerto Rico or U S Outlying,0, Not in universe,2,12,95,0
168162,24, Private,34,3, Bachelors degree(BA AB BS),,0,, Not in universe, Never married, Finance insurance and real estate, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, PT for econ reasons usually PT,0,0,0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,1509.82, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
146853,5, Not in universe,0,0, Children,,0,, Not in universe, Never married, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1338.37, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, India, India, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
111216,48, Self-employed-incorporated,42,7, Prof school degree (MD DDS DVM LLB JD),,0,, Not in universe, Married-civilian spouse present, Medical except hospital, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,30, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1943.56, ?, ?, ?, Not in universe under 1 year old, ?,2, Not in universe, ?, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
129184,24, Private,33,16, Bachelors degree(BA AB BS),,0,, Not in universe, Never married, Retail trade, Sales, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,2776.82, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,12,95,0
179307,44, Private,33,24, High school graduate,,0,, Not in universe, Married-civilian spouse present, Retail trade, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1850.78, ?, ?, ?, Not in universe under 1 year old, ?,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
93403,19, Private,7,42, High school graduate,,580,, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Handlers equip cleaners etc , White, Mexican (Mexicano), Male, No, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,513.93, ?, ?, ?, Not in universe under 1 year old, ?,4, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0
7445,38, Private,42,26, High school graduate,,0,, Not in universe, Married-civilian spouse present, Medical except hospital, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1403.24, ?, ?, ?, Not in universe under 1 year old, ?,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,51,95,0
103154,2, Not in universe,0,0, Children,,0,, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1072.9, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
25827,54, Private,39,2, Some college but no degree,,0,, Not in universe, Divorced, Personal services except private HH, Executive admin and managerial, White, All other, Female, No, Not in universe, Full-time schedules,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,1949.2, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
141796,52, Local government,43,10, Masters degree(MA MS MEng MEd MSW MBA),,0,, Not in universe, Never married, Education, Professional specialty, White, All other, Female, Not in universe, Not in universe, PT for non-econ reasons usually FT,13550,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1065.63, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,40,95,1
152540,6, Not in universe,0,0, Children,,0,, Not in universe, Never married, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2505.66, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, Laos, Laos, Thailand, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,95,0
176061,47, Not in universe,0,0, 1st 2nd 3rd or 4th grade,,0,, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, Mexican (Mexicano), Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2156.54, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,95,0
146523,66, Not in universe,0,0, High school graduate,,0,, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,8, Joint one under 65 & one 65+, Not in universe, Not in universe, Householder, Householder,1351.71, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, Hungary, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
68726,39, Private,35,2, Bachelors degree(BA AB BS),,2500,, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Executive admin and managerial, Asian or Pacific Islander, All other, Female, No, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1786.68, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, Philippines, Philippines, Philippines, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,95,1
159912,5, Not in universe,0,0, Children,,0,, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1066.56, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
184961,11, Not in universe,0,0, Children,,0,, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1532.67, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
168209,26, Private,22,36, Some college but no degree,,0,, Not in universe, Never married, Manufacturing-nondurable goods, Machine operators assmblrs & inspctrs, White, Mexican (Mexicano), Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,1094.88, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,24,95,0
90436,, Private,42,26, High school graduate,,0,, Not in universe, Married-civilian spouse present, Medical except hospital, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2786.22, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
40348,26, Private,23,26, High school graduate,,0,, Not in universe, Never married, Manufacturing-nondurable goods, Adm support including clerical, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,2867.96, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, Hungary, Hungary, Hungary, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0
175979,19, Private,40,42, High school graduate,,0,, College or university, Never married, Entertainment, Handlers equip cleaners etc , White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,3000, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,3108.18, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,32,95,0
169844,81, Not in universe,0,0, High school graduate,,0,, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Nonfamily householder, Householder,958.36, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
82133,50, Private,44,12, Bachelors degree(BA AB BS),,0,, Not in universe, Married-civilian spouse present, Social services, Professional specialty, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,157, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,363.93, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
7306,13, Not in universe,0,0, Children,,0,, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1663.57, ?, ?, ?, Not in universe under 1 year old, ?,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
73773,27, Not in universe,0,0, 9th grade,,0,, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Other, Puerto Rican, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,439.04, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, Puerto-Rico, Puerto-Rico, United-States, Native- Born in the United States,0, Not in universe,2,6,95,0
161576,40, Not in universe,0,0, High school graduate,,0,, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1999.65, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
80730,17, Not in universe,0,0, 11th grade,,0,, High school, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2538.93, ?, ?, ?, Not in universe under 1 year old, ?,4, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,8,95,0
122477,52, Not in universe,0,0, High school graduate,,0,, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,65, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,322.51, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
105258,38, Not in universe,0,0, Some college but no degree,,0,, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,1442.13, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
169829,23, Private,33,26, Some college but no degree,,0,, Not in universe, Never married, Retail trade, Adm support including clerical, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,1148.17, ?, ?, ?, Not in universe under 1 year old, ?,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,0
169500,71, Not in universe,0,0, Associates degree-academic program,,0,, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,429.66, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
174076,71, Not in universe,0,0, Bachelors degree(BA AB BS),,0,, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1388.23, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
66366,33, State government,43,3, Bachelors degree(BA AB BS),,0,, Not in universe, Married-civilian spouse present, Education, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, PT for non-econ reasons usually FT,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,3463.4, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, Iran, Iran, Iran, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,95,0
138166,37, Self-employed-incorporated,32,24, High school graduate,,0,, Not in universe, Married-civilian spouse present, Wholesale trade, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,295.31, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
65056,58, Self-employed-not incorporated,4,34, High school graduate,,0,, Not in universe, Widowed, Construction, Precision production craft & repair, Amer Indian Aleut or Eskimo, All other, Male, Not in universe, Not in universe, Full-time schedules,10520,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,459.1, ?, ?, ?, Not in universe under 1 year old, ?,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
54166,32, Private,44,32, High school graduate,,400,, Not in universe, Married-civilian spouse present, Social services, Other service, White, All other, Female, No, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,313.89, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
103889,31, State government,43,9, Masters degree(MA MS MEng MEd MSW MBA),,0,, Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,87, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,425.58, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,21,95,0
37395,63, Not in universe,0,0, High school graduate,,0,, Not in universe, Divorced, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,2977,0,858, Head of household, Not in universe, Not in universe, Householder, Householder,241.41, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,12,95,0
107586,43, Private,42,23, High school graduate,,0,, Not in universe, Divorced, Medical except hospital, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,1364.64, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,,95,0
192058,12, Not in universe,0,0, Children,,0,, Not in universe, Never married, Not in universe or children, Not in universe, White, Puerto Rican, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,864.76, ?, ?, ?, Not in universe under 1 year old, ?,0, Mother only present, Puerto-Rico, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
8721,12, Not in universe,0,0, Children,,0,, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Other Rel <18 never marr not in subfamily, Other relative of householder,2127.7, ?, ?, ?, Not in universe under 1 year old, ?,0, Neither parent present, ?, ?, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
44018,75, Not in universe,0,0, 12th grade no diploma,,0,, Not in universe, Widowed, Not in universe or children, Not in universe, White, Mexican (Mexicano), Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Nonfamily householder, Householder,2037.43, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,95,0
168690,5, Not in universe,0,0, Children,,0,, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,949.88, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
118530,45, Private,39,2, Some college but no degree,,0,, Not in universe, Married-civilian spouse present, Personal services except private HH, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,1902,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,988.63, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
149485,84, Not in universe,0,0, Some college but no degree,,0,, Not in universe, Married-spouse absent, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,4356,6603, Single, Not in universe, Not in universe, Other Rel 18+ ever marr not in subfamily, Other relative of householder,1602.16, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
36523,3, Not in universe,0,0, Children,,0,, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican-American, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1846.84, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, Mexico, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
40578,78, Not in universe,0,0, High school graduate,,0,, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,2680.51, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
72406,33, Self-employed-not incorporated,38,33, 7th and 8th grade,,0,, Not in universe, Married-civilian spouse present, Business and repair services, Precision production craft & repair, Other, Central or South American, Male, Not in universe, Not in universe, PT for econ reasons usually FT,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,806.49, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, Guatemala, Guatemala, Guatemala, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0
140591,38, Not in universe,0,0, Some college but no degree,,0,, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2293.96, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, Canada, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
118947,1, Not in universe,0,0, Children,,0,, Not in universe, Never married, Not in universe or children, Not in universe, Amer Indian Aleut or Eskimo, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,969.17, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
94554,7, Not in universe,0,0, Children,,0,, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,400.79, ?, ?, ?, Not in universe under 1 year old, ?,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
95404,66, Private,44,12, Bachelors degree(BA AB BS),,0,, Not in universe, Separated, Social services, Professional specialty, White, All other, Male, No, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Secondary individual, Nonrelative of householder,517.89, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,0
123180,36, Private,29,3, Some college but no degree,,0,, Not in universe, Married-civilian spouse present, Transportation, Executive admin and managerial, White, All other, Male, No, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2560.86, ?, ?, ?, Not in universe under 1 year old, ?,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,0
13411,19, Private,4,2, Some college but no degree,,715,, Not in universe, Never married, Construction, Executive admin and managerial, White, All other, Male, No, Not in universe, PT for non-econ reasons usually FT,0,0,13, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,1173.8, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, England, Native- Born abroad of American Parent(s),0, Not in universe,2,52,95,1
51388,20, Not in universe,0,0, 9th grade,,0,, Not in universe, Never married, Not in universe or children, Not in universe, White, Other Spanish, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,857.41, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, Dominican-Republic, Dominican-Republic, Dominican-Republic, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,95,0
8424,22, Private,33,29, High school graduate,,500,, Not in universe, Never married, Retail trade, Other service, White, All other, Male, No, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Other Rel 18+ never marr not in subfamily, Other relative of householder,1439.98, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, Japan, Native- Born abroad of American Parent(s),0, Not in universe,2,52,95,0
161053,37, Private,37,28, High school graduate,,0,, Not in universe, Never married, Business and repair services, Protective services, Black, Central or South American, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1248.08, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, ?, ?, ?, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0
171792,74, Not in universe,0,0, Some college but no degree,,0,, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,2500, Joint both 65+, Not in universe, Not in universe, Householder, Householder,1285.36, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
115531,11, Not in universe,0,0, Children,,0,, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican (Mexicano), Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2147.65, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, Mexico, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
140587,32, State government,41,30, High school graduate,,0,, Not in universe, Married-civilian spouse present, Hospital services, Other service, Amer Indian Aleut or Eskimo, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1044.66, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
93205,, Not in universe,0,0, High school graduate,,0,, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican-American, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,4032.03, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
54133,, Private,22,2, Masters degree(MA MS MEng MEd MSW MBA),,0,, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2391.85, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
81321,52, Private,29,38, High school graduate,,600,, Not in universe, Married-civilian spouse present, Transportation, Transportation and material moving, Black, All other, Male, Yes, Not in universe, Full-time schedules,0,0,150, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1132.49, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
21394,9, Not in universe,0,0, Children,,0,, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,3001.99, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
108993,79, Not in universe,0,0, Masters degree(MA MS MEng MEd MSW MBA),,0,, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,809, Joint both 65+, Not in universe, Not in universe, Householder, Householder,2241.65, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, ?, ?, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
46678,44, Not in universe,0,0, Some college but no degree,,0,, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Amer Indian Aleut or Eskimo, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,343.53, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,16,95,0
